Listener_ID,Age,Gender,Location,Music_Preferences,Income_Level,Platform,Album_Sales,Streaming_Numbers,Streaming_Platform,Acquisition_Medium
350,22,Male,Sydney,RnB,Medium,TikTok,1,9,YouTube,Organic
351,19,Female,Sydney,RnB,Low,Twitter,1,9,Apple Music,Influencers
352,20,Male,London,Alternative,Low,Instagram,0,7,Spotify,Radio plays
353,23,Male,Melbourne,Hip-Hop,High,Twitter,0,9,YouTube,Radio plays
354,23,Female,Lagos,Pop,Low,Instagram,1,5,YouTube,Adverts
355,22,Male,London,Pop,Medium,Instagram,1,7,Spotify,Adverts
356,22,Male,Los Angeles,Alternative,Low,Twitter,0,7,YouTube,Adverts
357,20,Male,London,Pop,Medium,Twitter,1,10,Spotify,Adverts
358,22,Female,Melbourne,Alternative,High,Instagram,1,9,Apple Music,Influencers
359,21,Female,Los Angeles,Pop,Medium,TikTok,1,7,YouTube,Adverts
360,21,Male,Melbourne,Hip-Hop,Low,TikTok,1,7,Apple Music,Adverts
361,19,Female,Sydney,Pop,Low,Twitter,1,9,Spotify,Radio plays
362,23,Female,London,Alternative,Low,Instagram,1,9,Apple Music,Adverts
363,23,Female,Melbourne,Hip-Hop,Low,Twitter,0,8,Apple Music,Radio plays
364,22,Male,Lagos,Pop,Low,Instagram,1,10,Spotify,Adverts
365,18,Female,Los Angeles,Pop,Medium,TikTok,0,8,Spotify,Radio plays
366,18,Female,Melbourne,Alternative,Low,Twitter,1,6,Others,Influencers
367,21,Female,Melbourne,Hip-Hop,Low,TikTok,0,7,Spotify,Radio plays
368,21,Female,Melbourne,Country,Medium,TikTok,1,9,Spotify,Adverts
369,22,Female,Sydney,Country,Medium,Instagram,0,8,Apple Music,Adverts
370,21,Male,Sydney,Country,Medium,TikTok,1,7,Spotify,Adverts
371,19,Male,Melbourne,Alternative,Low,Instagram,1,10,Spotify,Radio plays
372,23,Female,Sydney,Pop,Low,Twitter,1,5,Spotify,Radio plays
373,21,Male,Los Angeles,Hip-Hop,Low,Instagram,1,8,YouTube,Organic
374,23,Male,Melbourne,Country,Low,Twitter,1,10,YouTube,Radio plays
375,18,Male,Melbourne,RnB,Low,Twitter,1,5,Spotify,Influencers
376,47,Male,New York,Pop,Low,Twitter,1,8,YouTube,Adverts
377,48,Female,Tokyo,Pop,Low,Instagram,1,8,Apple Music,Adverts
378,56,Female,London,Hip-Hop,Low,Instagram,1,5,Apple Music,Radio plays
379,25,Male,Melbourne,Pop,Medium,Twitter,1,7,Spotify,Radio plays
380,52,Female,Melbourne,Pop,Medium,Instagram,0,10,Others,Radio plays
381,52,Female,Sydney,Country,Low,Twitter,1,5,Apple Music,Radio plays
382,64,Male,Melbourne,Alternative,Low,Twitter,1,8,YouTube,Radio plays
383,27,Male,Sydney,Pop,Low,Instagram,1,5,YouTube,Organic
384,60,Female,Melbourne,Country,Medium,Instagram,1,5,Spotify,Organic
385,44,Female,Sydney,Alternative,Medium,Twitter,1,6,Spotify,Radio plays
386,51,Female,Sydney,Pop,Low,Instagram,0,6,Apple Music,Adverts
387,65,Female,New York,Hip-Hop,Low,Instagram,1,9,Apple Music,Adverts
388,48,Female,New York,Alternative,Low,Instagram,1,7,Spotify,Influencers
389,29,Female,Los Angeles,Country,High,Instagram,0,9,Tidal,Radio plays
390,37,Female,New York,Pop,High,Twitter,1,9,Spotify,Organic
391,53,Female,Melbourne,Hip-Hop,Low,TikTok,0,5,Apple Music,Adverts
392,63,Male,Sydney,Pop,Low,Instagram,1,7,Spotify,Adverts
393,54,Male,Melbourne,Alternative,High,TikTok,1,8,YouTube,Radio plays
394,61,Male,Sydney,Alternative,Medium,TikTok,0,9,YouTube,Organic
395,57,Female,Melbourne,Pop,High,Instagram,1,6,Apple Music,Adverts
396,52,Male,London,Alternative,High,Instagram,1,8,Tidal,Adverts
397,28,Female,Melbourne,Hip-Hop,High,TikTok,1,6,Apple Music,Adverts
398,52,Male,Melbourne,Hip-Hop,Low,Instagram,1,7,YouTube,Adverts
399,51,Female,Sydney,Country,High,Twitter,1,6,YouTube,Influencers
400,45,Female,Sydney,Alternative,Low,Instagram,1,7,Apple Music,Radio plays
401,45,Male,Sydney,Hip-Hop,Low,TikTok,0,10,YouTube,Adverts
402,62,Female,London,Hip-Hop,High,Instagram,1,8,Spotify,Influencers
403,40,Male,Melbourne,Pop,Low,Instagram,1,5,Spotify,Adverts
404,42,Female,Sydney,Hip-Hop,Low,Instagram,0,7,Spotify,Radio plays
405,51,Male,Melbourne,Alternative,High,Instagram,1,5,Apple Music,Organic
406,65,Male,London,Alternative,Low,Instagram,1,5,Apple Music,Influencers
407,63,Others,Sydney,Alternative,Low,TikTok,1,5,Spotify,Radio plays
408,26,Male,Melbourne,Pop,High,Instagram,1,8,YouTube,Radio plays
409,41,Male,Melbourne,Pop,Low,Instagram,1,7,YouTube,Adverts
410,62,Female,Sydney,RnB,Medium,Instagram,1,8,Apple Music,Radio plays
411,33,Female,Melbourne,Pop,Low,Instagram,1,5,YouTube,Radio plays
412,50,Female,Melbourne,Pop,Medium,Twitter,0,9,YouTube,Organic
413,57,Male,London,Pop,Low,Twitter,1,10,Apple Music,Radio plays
414,50,Male,Sydney,Pop,Medium,Twitter,1,6,Spotify,Influencers
415,37,Female,Los Angeles,Hip-Hop,Low,Twitter,1,6,Spotify,Radio plays
416,65,Male,New York,Alternative,Medium,Instagram,1,10,Spotify,Organic
417,25,Female,Los Angeles,Country,Medium,Twitter,1,9,YouTube,Radio plays
418,64,Others,Los Angeles,Pop,Low,Instagram,0,9,Spotify,Influencers
419,46,Female,Melbourne,Hip-Hop,Low,Twitter,1,9,Spotify,Organic
420,43,Male,Melbourne,Pop,Medium,TikTok,1,6,Apple Music,Radio plays
421,55,Female,Melbourne,Hip-Hop,High,Instagram,0,7,Apple Music,Radio plays
422,62,Male,Sydney,Hip-Hop,Low,Twitter,1,6,Others,Influencers
423,42,Male,Los Angeles,RnB,High,Twitter,0,7,Spotify,Radio plays
424,49,Female,New York,Country,Low,Instagram,1,7,Spotify,Organic
425,48,Others,Melbourne,Pop,Low,Instagram,1,7,YouTube,Radio plays
426,40,Female,New York,Alternative,Medium,TikTok,1,7,Apple Music,Adverts
427,40,Male,Lagos,Country,Low,Instagram,0,7,Spotify,Adverts
428,39,Female,London,Pop,High,Instagram,1,9,Spotify,Organic
429,42,Male,Melbourne,Country,Medium,Twitter,1,5,Spotify,Radio plays
430,48,Female,Melbourne,Pop,Low,Twitter,1,6,YouTube,Adverts
431,52,Male,Tokyo,Pop,Low,Twitter,0,8,Spotify,Adverts
432,42,Male,Sydney,RnB,Medium,Instagram,1,6,Spotify,Adverts
433,58,Male,Melbourne,RnB,Low,Instagram,0,5,Spotify,Adverts
434,47,Male,New York,Pop,Low,Instagram,1,5,Spotify,Adverts
435,43,Male,Sydney,Pop,Low,Instagram,1,5,Apple Music,Radio plays
436,49,Others,Sydney,Country,Medium,TikTok,1,6,YouTube,Adverts
437,52,Male,Sydney,Alternative,Medium,Twitter,1,6,Apple Music,Adverts
438,52,Female,Melbourne,Pop,Medium,Instagram,1,9,YouTube,Radio plays
439,50,Female,Sydney,Hip-Hop,Low,Instagram,1,7,Others,Adverts
440,62,Male,Melbourne,Pop,Low,Instagram,0,7,Spotify,Organic
441,35,Male,Melbourne,Pop,Low,Instagram,0,9,YouTube,Radio plays
442,50,Male,Sydney,Pop,Low,Twitter,1,10,Tidal,Adverts
443,62,Male,Sydney,Alternative,High,TikTok,1,9,YouTube,Radio plays
444,45,Female,Sydney,Pop,Low,Twitter,1,10,Apple Music,Radio plays
445,62,Female,Melbourne,Pop,Medium,Twitter,0,5,Spotify,Adverts
446,33,Female,Melbourne,Pop,Medium,Instagram,1,8,Spotify,Influencers
447,41,Female,Melbourne,Pop,Medium,Instagram,1,6,Others,Radio plays
448,45,Female,Sydney,Pop,Low,Twitter,0,6,Tidal,Radio plays
449,46,Female,New York,Pop,Low,TikTok,1,8,Apple Music,Radio plays
450,64,Male,New York,Hip-Hop,Low,Twitter,1,6,Spotify,Radio plays
451,26,Male,Los Angeles,Country,Medium,Instagram,0,8,Apple Music,Organic
452,59,Male,Melbourne,Pop,High,Instagram,1,7,Apple Music,Radio plays
453,42,Female,Melbourne,Alternative,High,TikTok,1,9,YouTube,Influencers
454,35,Female,Melbourne,Pop,Medium,Twitter,0,5,Apple Music,Influencers
455,43,Male,Melbourne,Pop,Low,Instagram,1,10,YouTube,Adverts
456,29,Female,Tokyo,Pop,Low,Instagram,0,6,Apple Music,Adverts
457,37,Female,London,Pop,Low,Twitter,0,8,Apple Music,Adverts
458,39,Male,Melbourne,Alternative,High,TikTok,0,9,Apple Music,Influencers
459,53,Female,Lagos,Hip-Hop,Medium,Twitter,1,9,Apple Music,Influencers
460,25,Male,Los Angeles,Country,Low,TikTok,1,8,YouTube,Influencers
461,41,Male,Los Angeles,Country,Low,TikTok,1,5,Spotify,Adverts
462,29,Male,Sydney,Alternative,Low,Twitter,1,10,Others,Organic
463,33,Male,Melbourne,Pop,Low,Instagram,0,8,Spotify,Radio plays
464,33,Female,Melbourne,RnB,Low,Twitter,1,5,Spotify,Radio plays
465,36,Male,Sydney,Pop,Low,Instagram,0,9,YouTube,Influencers
466,44,Female,Melbourne,Pop,Low,Instagram,0,7,Spotify,Adverts
467,59,Male,Melbourne,Pop,Low,Instagram,1,10,Spotify,Influencers
468,60,Female,Sydney,Hip-Hop,Low,Twitter,1,10,Apple Music,Adverts
469,29,Male,Sydney,Hip-Hop,Low,Twitter,0,10,Spotify,Adverts
470,34,Female,Sydney,Pop,Medium,TikTok,1,5,YouTube,Adverts
471,41,Male,Melbourne,Hip-Hop,Medium,Instagram,1,8,YouTube,Adverts
472,28,Male,Sydney,Pop,Medium,TikTok,1,9,Apple Music,Adverts
473,28,Male,Melbourne,Hip-Hop,High,Instagram,1,9,Apple Music,Influencers
474,36,Male,Melbourne,Pop,Medium,Twitter,1,10,Spotify,Adverts
475,32,Female,Melbourne,Pop,Low,Twitter,1,6,YouTube,Adverts
476,43,Male,Sydney,Pop,Low,Twitter,1,6,Tidal,Influencers
477,53,Male,Melbourne,Hip-Hop,Low,Instagram,1,5,Apple Music,Organic
478,60,Female,Melbourne,RnB,Low,Instagram,1,7,Spotify,Radio plays
479,64,Female,Sydney,Country,High,Instagram,0,5,Spotify,Radio plays
480,39,Female,Sydney,Pop,Medium,Twitter,0,7,YouTube,Radio plays
481,63,Male,Melbourne,Pop,Medium,Instagram,1,7,Spotify,Adverts
482,32,Male,Melbourne,Pop,High,Instagram,1,6,Spotify,Influencers
483,44,Female,Lagos,Hip-Hop,High,Instagram,0,7,Spotify,Radio plays
484,61,Female,Sydney,Pop,High,Twitter,1,9,Apple Music,Influencers
485,55,Female,Sydney,Pop,Low,Twitter,0,10,YouTube,Adverts
486,54,Male,Los Angeles,Pop,Low,Instagram,1,10,Spotify,Influencers
487,44,Male,Sydney,RnB,High,Twitter,1,6,YouTube,Adverts
488,44,Male,Melbourne,Pop,High,Instagram,1,9,YouTube,Organic
489,59,Male,Los Angeles,Alternative,High,Instagram,1,5,YouTube,Adverts
490,61,Female,Melbourne,RnB,Low,Instagram,0,5,Tidal,Adverts
491,33,Female,New York,Pop,Low,Instagram,1,8,Spotify,Radio plays
492,56,Male,Melbourne,Alternative,Low,Instagram,1,7,Tidal,Organic
493,60,Female,Sydney,RnB,High,Instagram,1,10,Spotify,Adverts
494,64,Male,Sydney,Alternative,High,Instagram,0,5,Apple Music,Adverts
495,28,Female,London,Pop,Low,Twitter,0,10,Apple Music,Adverts
496,40,Female,Sydney,Alternative,Low,Instagram,1,9,Tidal,Influencers
497,35,Male,Sydney,Alternative,Low,Instagram,0,10,Spotify,Radio plays
498,49,Female,Melbourne,Pop,Medium,Twitter,1,8,Apple Music,Influencers
499,62,Male,Melbourne,Hip-Hop,Low,Twitter,1,5,YouTube,Radio plays
500,59,Male,Melbourne,Hip-Hop,Low,Instagram,0,6,Spotify,Influencers
501,26,Female,Melbourne,Pop,Medium,Instagram,1,9,Apple Music,Influencers
502,27,Male,Sydney,Pop,High,Instagram,0,10,Apple Music,Organic
503,47,Female,London,Pop,Low,Instagram,1,7,Spotify,Adverts
504,61,Female,London,Country,Low,Instagram,0,10,Apple Music,Adverts
505,39,Male,Los Angeles,Pop,Medium,TikTok,0,5,Apple Music,Radio plays
506,39,Male,Melbourne,Country,Low,Twitter,1,6,Others,Adverts
507,40,Female,Sydney,Pop,High,Instagram,1,6,YouTube,Adverts
508,59,Male,New York,Pop,Medium,Instagram,1,6,Others,Radio plays
509,25,Female,Lagos,Hip-Hop,Low,Instagram,0,7,Spotify,Organic
510,32,Female,New York,RnB,Low,Instagram,1,6,YouTube,Influencers
511,25,Male,Melbourne,Hip-Hop,Low,TikTok,0,8,Spotify,Organic
512,47,Male,London,Pop,Medium,TikTok,1,9,YouTube,Adverts
513,46,Male,Lagos,Alternative,Low,Instagram,1,8,Apple Music,Adverts
514,25,Female,Melbourne,Hip-Hop,Medium,Instagram,1,7,Spotify,Adverts
515,48,Male,Melbourne,Pop,Low,Twitter,0,10,Spotify,Adverts
516,55,Male,Melbourne,Pop,Medium,Instagram,1,7,Spotify,Organic
517,40,Male,London,RnB,Low,Instagram,1,6,YouTube,Adverts
518,45,Female,New York,Alternative,Low,Twitter,1,8,Tidal,Adverts
519,42,Male,Lagos,Pop,Low,Instagram,1,10,Apple Music,Influencers
520,59,Male,New York,Hip-Hop,Medium,Instagram,0,5,Spotify,Radio plays
521,47,Female,Sydney,RnB,Low,Instagram,1,6,YouTube,Adverts
522,33,Female,Melbourne,Pop,Medium,Twitter,1,9,YouTube,Adverts
523,25,Male,Los Angeles,Country,Low,Twitter,1,10,Apple Music,Adverts
524,27,Male,Melbourne,Pop,Low,Instagram,1,6,YouTube,Radio plays
525,64,Female,Melbourne,Alternative,Low,Instagram,1,10,Tidal,Adverts
526,65,Female,Melbourne,Pop,Low,Instagram,1,8,Apple Music,Organic
527,32,Female,Melbourne,Hip-Hop,Low,Instagram,0,8,YouTube,Organic
528,62,Female,Melbourne,Pop,Low,Twitter,0,8,Spotify,Adverts
529,41,Male,Los Angeles,Pop,Low,Instagram,1,9,Spotify,Adverts
530,59,Male,London,Pop,Low,Instagram,1,10,YouTube,Radio plays
531,49,Female,Sydney,Hip-Hop,High,Instagram,1,6,Spotify,Organic
532,45,Female,New York,Country,Low,Instagram,1,6,YouTube,Adverts
533,60,Male,Melbourne,Hip-Hop,Low,Instagram,1,8,Spotify,Organic
534,48,Male,Melbourne,Hip-Hop,High,Instagram,1,9,YouTube,Radio plays
535,43,Male,London,Country,Medium,Instagram,1,8,Spotify,Influencers
536,32,Female,Melbourne,Pop,Medium,Instagram,1,9,YouTube,Influencers
537,48,Female,Melbourne,Hip-Hop,Low,Instagram,1,5,Apple Music,Adverts
538,39,Female,Melbourne,Hip-Hop,Medium,Twitter,1,5,YouTube,Adverts
539,43,Male,Sydney,Pop,Low,Twitter,1,5,Tidal,Adverts
540,56,Female,Lagos,Alternative,Low,Twitter,1,6,Apple Music,Organic
541,63,Male,Melbourne,Pop,Low,Instagram,1,7,YouTube,Influencers
542,38,Male,Los Angeles,Alternative,Low,Instagram,1,8,Apple Music,Adverts
543,64,Female,New York,Hip-Hop,Medium,Instagram,1,9,Apple Music,Adverts
544,30,Male,Sydney,Pop,Low,Twitter,1,8,Spotify,Influencers
545,30,Female,Tokyo,Alternative,Low,Twitter,1,9,Spotify,Radio plays
546,36,Male,New York,Pop,Low,Instagram,1,9,YouTube,Organic
547,48,Female,Sydney,Alternative,Low,Instagram,1,8,Apple Music,Radio plays
548,47,Male,Melbourne,Pop,Low,Instagram,0,10,Spotify,Influencers
549,35,Male,Sydney,Hip-Hop,Low,Twitter,1,10,Spotify,Influencers
550,62,Male,Sydney,Alternative,High,Twitter,1,8,Spotify,Radio plays
551,32,Male,Los Angeles,Alternative,Medium,Instagram,1,8,YouTube,Adverts
552,33,Female,Tokyo,Alternative,High,Twitter,1,6,YouTube,Adverts
553,30,Female,Sydney,Country,Low,Instagram,0,8,YouTube,Organic
554,38,Male,Sydney,Hip-Hop,Low,Twitter,0,7,Spotify,Adverts
555,44,Female,Los Angeles,Pop,Low,Instagram,1,9,YouTube,Influencers
556,60,Male,Melbourne,RnB,High,Instagram,1,8,Tidal,Radio plays
557,55,Male,Lagos,Hip-Hop,Medium,Instagram,1,8,YouTube,Radio plays
558,42,Female,New York,Hip-Hop,Medium,TikTok,1,5,Spotify,Influencers
559,52,Male,Sydney,Hip-Hop,Low,Twitter,1,9,Spotify,Influencers
560,52,Female,Sydney,RnB,High,Instagram,0,10,Spotify,Adverts
561,41,Female,Melbourne,Pop,High,TikTok,1,10,Spotify,Influencers
562,25,Female,Melbourne,Alternative,Medium,Twitter,0,6,Apple Music,Radio plays
563,43,Male,London,Country,Medium,Twitter,1,8,Apple Music,Organic
564,33,Male,Melbourne,Alternative,Medium,Instagram,0,7,YouTube,Radio plays
565,31,Female,Melbourne,Pop,Medium,Twitter,0,6,YouTube,Influencers
566,38,Male,Sydney,Pop,Low,Instagram,1,8,YouTube,Adverts
567,51,Female,New York,Pop,High,Instagram,1,7,YouTube,Organic
568,57,Female,Melbourne,Country,Low,Instagram,1,10,Apple Music,Radio plays
569,37,Male,Los Angeles,Pop,Low,Twitter,1,7,Apple Music,Organic
570,32,Male,Melbourne,Pop,Medium,Instagram,1,5,Spotify,Adverts
571,54,Others,Melbourne,Alternative,Low,Instagram,1,5,Spotify,Organic
572,28,Others,Melbourne,Alternative,High,Instagram,1,5,YouTube,Radio plays
573,57,Female,Sydney,Alternative,High,Instagram,1,9,YouTube,Radio plays
574,33,Female,Melbourne,Hip-Hop,High,Instagram,1,5,Apple Music,Adverts
575,35,Male,Melbourne,RnB,High,Twitter,0,7,Apple Music,Influencers
576,43,Female,Sydney,Pop,Low,Instagram,1,5,Apple Music,Radio plays
577,34,Female,Melbourne,RnB,Medium,Instagram,1,10,YouTube,Adverts
578,64,Female,Melbourne,Pop,Medium,Twitter,1,5,Spotify,Radio plays
579,59,Male,Sydney,Alternative,Low,TikTok,1,9,Apple Music,Adverts
580,43,Male,New York,Hip-Hop,Medium,Twitter,0,7,Spotify,Influencers
581,51,Male,Melbourne,RnB,Medium,Instagram,1,10,Apple Music,Influencers
582,33,Female,Sydney,Hip-Hop,High,Twitter,0,7,Apple Music,Adverts
583,54,Male,New York,Pop,Low,Instagram,1,10,YouTube,Adverts
584,28,Female,Melbourne,Pop,Low,TikTok,0,6,Apple Music,Radio plays
585,37,Male,Los Angeles,Country,Medium,Twitter,0,10,Apple Music,Adverts
586,57,Female,Lagos,Pop,Low,Instagram,1,6,Spotify,Adverts
587,38,Female,Melbourne,Pop,Low,Twitter,1,5,YouTube,Adverts
588,27,Male,Melbourne,Pop,High,Twitter,0,10,Apple Music,Radio plays
589,45,Male,Melbourne,Pop,Low,Instagram,1,8,YouTube,Adverts
590,25,Male,Melbourne,RnB,Low,Instagram,1,9,Apple Music,Adverts
591,33,Male,Los Angeles,RnB,High,Instagram,1,5,Tidal,Adverts
592,31,Male,Melbourne,Hip-Hop,Low,Twitter,1,7,YouTube,Adverts
593,64,Female,Los Angeles,Hip-Hop,High,Instagram,0,5,Spotify,Influencers
594,30,Male,Melbourne,Hip-Hop,Medium,Instagram,1,5,YouTube,Adverts
595,41,Female,Los Angeles,Pop,Low,Twitter,1,10,YouTube,Radio plays
596,55,Male,Melbourne,Hip-Hop,High,Twitter,1,8,Spotify,Organic
597,40,Male,Melbourne,Pop,Low,Instagram,1,7,Others,Radio plays
598,36,Female,Melbourne,RnB,Medium,Twitter,1,8,YouTube,Organic
599,54,Male,Melbourne,Hip-Hop,Low,Twitter,1,9,Spotify,Adverts
600,29,Male,Sydney,Country,Low,Instagram,1,8,Apple Music,Adverts
601,28,Female,Los Angeles,Alternative,Medium,Twitter,1,5,Apple Music,Adverts
602,48,Male,Melbourne,Pop,Medium,TikTok,1,6,Spotify,Radio plays
603,27,Female,Sydney,Pop,High,Instagram,1,10,Spotify,Adverts
604,36,Male,London,Country,Low,Twitter,1,5,Tidal,Radio plays
605,26,Male,New York,Hip-Hop,Low,Instagram,1,5,YouTube,Radio plays
606,54,Female,Sydney,Pop,High,Instagram,0,9,YouTube,Influencers
607,55,Male,Melbourne,Pop,Medium,Twitter,1,6,Apple Music,Adverts
608,29,Male,Melbourne,Pop,High,Instagram,1,8,Spotify,Influencers
609,35,Female,Sydney,Alternative,Low,Instagram,0,10,YouTube,Radio plays
610,32,Female,Melbourne,Hip-Hop,Medium,Instagram,1,10,Apple Music,Influencers
611,29,Female,London,Hip-Hop,High,Twitter,1,10,Apple Music,Adverts
612,44,Male,Melbourne,Pop,Medium,Instagram,1,5,YouTube,Radio plays
613,58,Male,New York,Hip-Hop,Low,Instagram,1,8,Apple Music,Adverts
614,44,Female,New York,Country,Low,Instagram,0,6,Spotify,Radio plays
615,44,Male,Sydney,Pop,Medium,Instagram,1,9,Apple Music,Influencers
616,51,Female,Sydney,Hip-Hop,Medium,Instagram,0,10,Apple Music,Adverts
617,49,Female,Melbourne,Alternative,High,Instagram,1,6,Tidal,Influencers
618,34,Female,Sydney,RnB,Medium,Instagram,1,5,YouTube,Organic
619,44,Male,Melbourne,Alternative,Medium,Instagram,1,10,Apple Music,Influencers
620,35,Female,Melbourne,Alternative,Low,Twitter,0,10,Apple Music,Adverts
621,40,Female,Los Angeles,Hip-Hop,Medium,Twitter,0,9,Spotify,Adverts
622,57,Female,Sydney,Alternative,Low,Instagram,1,7,Spotify,Influencers
623,45,Male,New York,Country,Low,Twitter,0,9,Spotify,Adverts
624,63,Female,New York,Pop,Medium,Twitter,1,10,YouTube,Adverts
625,36,Male,New York,Alternative,Low,Instagram,1,5,YouTube,Adverts
626,56,Female,Melbourne,Pop,Low,Instagram,1,8,YouTube,Organic
627,63,Male,Melbourne,RnB,Low,Twitter,1,10,Apple Music,Adverts
628,49,Male,Sydney,Pop,Low,Instagram,0,7,Spotify,Influencers
629,58,Male,Melbourne,Hip-Hop,Low,Twitter,1,5,Spotify,Influencers
630,35,Female,Sydney,Pop,Low,Twitter,0,9,YouTube,Radio plays
631,42,Male,London,Pop,Low,TikTok,1,8,YouTube,Radio plays
632,29,Female,Lagos,Hip-Hop,Low,Twitter,1,5,YouTube,Radio plays
633,33,Female,Sydney,Hip-Hop,Medium,Twitter,1,5,YouTube,Organic
634,45,Male,Sydney,Pop,Low,Twitter,1,10,Tidal,Radio plays
635,30,Male,Melbourne,RnB,Medium,Instagram,1,5,YouTube,Influencers
636,54,Male,Sydney,Pop,Low,Twitter,1,10,YouTube,Adverts
637,52,Others,Sydney,Country,High,Twitter,0,9,Apple Music,Influencers
638,33,Male,Sydney,Hip-Hop,High,Twitter,1,6,Spotify,Adverts
639,33,Female,Sydney,Hip-Hop,High,Instagram,1,7,Apple Music,Adverts
640,36,Male,Melbourne,Country,Low,Twitter,1,6,Apple Music,Adverts
641,64,Female,Melbourne,Pop,High,Twitter,0,10,Spotify,Influencers
642,42,Female,New York,Hip-Hop,High,Twitter,1,8,YouTube,Adverts
643,28,Others,Melbourne,Alternative,Low,Instagram,1,5,YouTube,Organic
644,45,Female,New York,Country,Medium,Instagram,0,9,YouTube,Adverts
645,27,Female,Melbourne,RnB,Low,Twitter,0,8,Tidal,Influencers
646,35,Male,Melbourne,Alternative,Low,Instagram,1,10,Tidal,Adverts
647,34,Male,Melbourne,Hip-Hop,Low,Twitter,1,9,Apple Music,Radio plays
648,54,Female,New York,Alternative,High,TikTok,1,8,Spotify,Adverts
649,58,Male,New York,Hip-Hop,Medium,Instagram,0,6,YouTube,Influencers
650,61,Male,Melbourne,RnB,Low,TikTok,1,9,YouTube,Adverts
651,37,Male,Tokyo,Pop,Low,Twitter,1,7,Spotify,Adverts
652,46,Female,Sydney,Country,Medium,Instagram,1,7,Spotify,Radio plays
653,25,Male,Sydney,Pop,Low,Instagram,1,9,YouTube,Adverts
654,32,Male,Sydney,Pop,Low,Instagram,1,8,YouTube,Adverts
655,53,Male,London,Pop,Low,Twitter,1,10,Spotify,Organic
656,58,Male,Melbourne,Pop,Medium,Twitter,1,7,Tidal,Organic
657,43,Others,Sydney,Pop,Low,Twitter,1,6,Apple Music,Adverts
658,29,Female,Sydney,Pop,Low,Instagram,0,7,Apple Music,Adverts
659,38,Male,London,Pop,Low,Instagram,0,9,YouTube,Organic
660,25,Male,Melbourne,Pop,Medium,Instagram,0,7,Apple Music,Radio plays
661,40,Female,Melbourne,Pop,Medium,Twitter,1,5,Apple Music,Adverts
662,49,Male,Melbourne,Hip-Hop,Medium,Twitter,0,10,Spotify,Influencers
663,63,Male,Sydney,Hip-Hop,High,TikTok,1,5,YouTube,Adverts
664,62,Others,London,Hip-Hop,Low,Instagram,1,10,Spotify,Adverts
665,55,Male,Sydney,Pop,Low,Instagram,1,10,Spotify,Adverts
666,56,Female,Melbourne,Pop,High,Instagram,1,9,Apple Music,Adverts
667,50,Male,Melbourne,Hip-Hop,Low,Twitter,0,7,Apple Music,Radio plays
668,34,Male,Melbourne,Alternative,Low,Twitter,1,6,YouTube,Influencers
669,36,Female,Sydney,Pop,Medium,TikTok,0,6,Tidal,Radio plays
670,52,Female,New York,Country,Medium,Instagram,1,10,Spotify,Adverts
671,29,Female,Melbourne,Pop,Low,Twitter,1,6,YouTube,Adverts
672,27,Female,New York,Alternative,High,Twitter,1,7,Apple Music,Organic
673,37,Female,Melbourne,Alternative,Medium,TikTok,1,7,Spotify,Radio plays
674,53,Male,New York,Pop,Low,Twitter,1,5,Spotify,Influencers
